,0,1,2,3,4,5,6,7,8,9
190,"(1004.75446, 422.5088)","(1004.76306, 422.49182)","(1004.77673, 422.464)","(1004.7906, 422.43958)","(1004.78296, 422.42194)","(1004.767, 422.4043)","(1004.75977, 422.38385)","(1004.74347, 422.36295)","(1004.7367, 422.3529)","(1004.7337, 422.3431)"
191,"(471.67905, 413.385)","(471.6701, 413.38254)","(471.6591, 413.3767)","(471.65396, 413.3786)","(471.65115, 413.37024)","(471.643, 413.37296)","(471.64157, 413.36923)","(471.63647, 413.37213)","(471.63702, 413.36975)","(471.63248, 413.37228)"
192,"(1097.4277, 435.53427)","(1097.4377, 435.70316)","(1097.462, 435.86676)","(1097.4894, 436.08054)","(1097.4703, 436.10144)","(1097.4591, 436.13788)","(1097.4635, 436.1405)","(1097.4692, 435.98917)","(1097.357, 435.8345)","(1097.262, 435.74805)"
193,"(473.66263, 459.05817)","(473.65982, 459.05832)","(473.65994, 459.05862)","(473.6593, 459.05853)","(473.65692, 459.05975)","(473.65585, 459.0599)","(473.6531, 459.05966)","(473.65155, 459.06003)","(473.65128, 459.0599)","(473.65128, 459.0599)"
194,"(322.1141, 94.7295)","(322.12262, 94.72443)","(322.12558, 94.72029)","(322.13174, 94.71999)","(322.1255, 94.72642)","(322.12747, 94.727264)","(322.12277, 94.730286)","(322.12393, 94.72934)","(322.12228, 94.729706)","(322.12167, 94.72774)"
195,"(676.53357, 218.36607)","(676.5105, 218.38368)","(676.4835, 218.39003)","(676.45496, 218.40807)","(676.44885, 218.4089)","(676.45087, 218.40742)","(676.4494, 218.40845)","(676.44934, 218.40535)","(676.44476, 218.40677)","(676.4425, 218.40974)"
196,"(284.90372, 703.025)","(284.904, 703.0251)","(284.90405, 703.0251)","(284.9044, 703.02545)","(284.90457, 703.0255)","(284.9042, 703.0252)","(284.90424, 703.02545)","(284.9044, 703.0254)","(284.9044, 703.0254)","(284.9044, 703.0254)"
197,"(94.6791, 70.91049)","(94.68248, 70.91118)","(94.6799, 70.91001)","(94.67677, 70.9118)","(94.67459, 70.91243)","(94.68675, 70.907234)","(94.69902, 70.90433)","(94.70318, 70.898964)","(94.71039, 70.896545)","(94.71477, 70.89409)"
198,"(128.74255, 235.80171)","(128.74065, 235.80124)","(128.74254, 235.80096)","(128.74399, 235.80003)","(128.74619, 235.79951)","(128.74835, 235.79893)","(128.74823, 235.79684)","(128.74979, 235.79774)","(128.75058, 235.80113)","(128.7508, 235.80019)"
199,"(222.83534, 317.299)","(222.83075, 317.3065)","(222.82231, 317.30627)","(222.81285, 317.31564)","(222.83832, 317.3116)","(222.84846, 317.31354)","(222.86809, 317.31268)","(222.8772, 317.3082)","(222.87656, 317.3077)","(222.87645, 317.30817)"
200,"(185.3197, 573.76807)","(185.33028, 573.76135)","(185.33672, 573.7646)","(185.3383, 573.7526)","(185.33542, 573.7518)","(185.33089, 573.7493)","(185.46977, 573.73267)","(186.82637, 574.08057)","(187.54845, 574.04877)","(187.53775, 574.10626)"
201,"(1115.3716, 226.60474)","(1115.3815, 226.6073)","(1115.3933, 226.61307)","(1115.4087, 226.6204)","(1115.4131, 226.62297)","(1115.4188, 226.62212)","(1115.4213, 226.62218)","(1115.4302, 226.62694)","(1115.43, 226.62564)","(1115.4362, 226.62602)"
202,"(1004.4032, 65.87204)","(1004.3982, 65.88542)","(1004.3952, 65.892075)","(1004.38995, 65.90398)","(1004.38416, 65.908295)","(1004.38324, 65.91365)","(1004.38153, 65.91176)","(1004.3684, 65.91957)","(1004.3584, 65.90579)","(1004.3585, 65.89961)"
203,"(509.1578, 324.1504)","(509.16293, 324.14426)","(509.1662, 324.14536)","(509.16974, 324.14352)","(509.1656, 324.14648)","(509.15668, 324.15152)","(509.15213, 324.1547)","(509.1411, 324.16168)","(509.14978, 324.14108)","(509.15012, 324.12436)"
204,"(567.99976, 317.02682)","(567.996, 317.03302)","(567.9922, 317.03998)","(567.9897, 317.0458)","(567.988, 317.04376)","(567.987, 317.0366)","(567.98804, 317.03305)","(567.98724, 317.03104)","(567.9868, 317.03244)","(567.9872, 317.03094)"
205,"(384.56192, 482.87854)","(384.56165, 482.8783)","(384.5614, 482.87848)","(384.55963, 482.87875)","(384.53424, 482.84634)","(384.94647, 482.73563)","(385.88278, 482.80328)","(385.07, 482.55197)","(384.76544, 482.4419)","(384.61832, 482.53094)"
206,"(514.50684, 416.18277)","(514.5027, 416.1844)","(514.5008, 416.17917)","(514.4949, 416.18314)","(514.4952, 416.17325)","(514.49255, 416.1652)","(514.49414, 416.16824)","(514.50275, 416.1654)","(514.50415, 416.16586)","(514.5064, 416.16498)"
207,"(1095.9467, 86.36369)","(1095.9468, 86.363525)","(1095.9465, 86.363884)","(1095.9446, 86.36292)","(1095.9426, 86.365524)","(1095.9526, 86.36781)","(1095.9515, 86.36646)","(1095.959, 86.37051)","(1095.957, 86.3704)","(1095.9572, 86.369255)"
208,"(193.30724, 533.28723)","(193.30089, 533.3405)","(193.29561, 533.3889)","(193.2887, 533.4354)","(193.28847, 533.43274)","(193.28859, 533.4334)","(193.28789, 533.43164)","(193.28815, 533.4318)","(193.297, 533.44086)","(193.30072, 533.4505)"
209,"(706.89886, 572.9511)","(706.89935, 572.9487)","(706.89954, 572.9491)","(706.89655, 572.94055)","(706.8965, 572.9404)","(706.8969, 572.9413)","(706.89685, 572.9412)","(706.8969, 572.9416)","(706.9028, 572.9628)","(706.91656, 572.9685)"
210,"(93.88076, 381.40836)","(93.87777, 381.41663)","(93.882744, 381.42365)","(93.89251, 381.43768)","(93.90136, 381.43475)","(93.89904, 381.4257)","(93.89781, 381.41748)","(93.89719, 381.41107)","(93.899, 381.39993)","(93.90901, 381.3905)"
211,"(805.955, 608.48566)","(805.9516, 608.4868)","(805.95013, 608.4915)","(805.9482, 608.48865)","(805.9482, 608.4888)","(805.9481, 608.4897)","(805.9481, 608.4897)","(805.9479, 608.49023)","(805.94684, 608.48615)","(805.95056, 608.4929)"
212,"(481.0313, 763.03656)","(481.03314, 763.0365)","(481.03323, 763.03644)","(481.0343, 763.03735)","(481.0343, 763.03735)","(481.0343, 763.03735)","(481.0343, 763.03735)","(481.0343, 763.03735)","(481.03427, 763.0373)","(481.03427, 763.0373)"
213,"(185.98195, 705.0325)","(185.98096, 705.038)","(185.98036, 705.0439)","(185.97896, 705.05)","(185.98102, 705.0472)","(185.98026, 705.04205)","(185.9802, 705.03296)","(185.98004, 705.0327)","(185.98003, 705.03265)","(185.97919, 705.03253)"
214,"(800.6209, 220.4391)","(800.61505, 220.43826)","(800.6103, 220.43784)","(800.5971, 220.4382)","(800.59937, 220.43347)","(800.6034, 220.42831)","(800.6072, 220.4257)","(800.6027, 220.42557)","(800.60187, 220.43428)","(800.6054, 220.42326)"
215,"(421.44537, 579.0608)","(421.44604, 579.064)","(421.45105, 579.0563)","(421.44598, 579.0588)","(421.44193, 579.0511)","(421.44284, 579.05194)","(421.442, 579.05524)","(421.44247, 579.0575)","(421.44464, 579.0564)","(421.4444, 579.0551)"
216,"(385.46774, 25.699816)","(385.48843, 25.694284)","(385.49753, 25.698032)","(385.50235, 25.707708)","(385.50314, 25.709463)","(385.5013, 25.709206)","(385.50513, 25.70738)","(385.48282, 25.71511)","(385.48822, 25.71282)","(385.48764, 25.714724)"
217,"(1090.505, 184.96527)","(1090.3531, 185.22084)","(1090.4603, 185.82288)","(1090.6259, 186.07812)","(1090.7635, 186.20135)","(1090.9034, 186.3286)","(1091.0586, 186.42172)","(1091.1914, 186.51868)","(1091.2191, 186.54178)","(1091.2467, 186.57025)"
218,"(970.7361, 448.45724)","(970.71857, 448.51004)","(970.7062, 448.56668)","(970.69415, 448.62613)","(970.69257, 448.6256)","(970.69226, 448.6225)","(970.6909, 448.62097)","(970.69116, 448.61975)","(970.681, 448.64368)","(970.67316, 448.67026)"
219,"(618.68915, 741.5203)","(618.6808, 741.51825)","(618.6725, 741.513)","(618.6719, 741.51556)","(618.67163, 741.51465)","(618.672, 741.5145)","(618.67194, 741.51447)","(618.6715, 741.5143)","(618.6715, 741.5143)","(618.67145, 741.5146)"
220,"(383.9877, 360.37283)","(383.85846, 360.44525)","(383.725, 360.3587)","(383.54355, 360.4472)","(383.7397, 360.4891)","(383.7335, 360.48898)","(383.71674, 360.4546)","(383.69867, 360.40704)","(383.70834, 360.39023)","(383.70764, 360.3751)"
221,"(529.3809, 122.72835)","(528.61383, 122.57928)","(528.49774, 122.576775)","(528.37506, 122.58529)","(528.3764, 122.58323)","(528.3684, 122.58214)","(528.36084, 122.58041)","(528.3492, 122.58558)","(528.33734, 122.58869)","(528.3292, 122.59383)"
222,"(147.82147, 731.3121)","(147.82149, 731.3122)","(147.82144, 731.3122)","(147.82176, 731.3137)","(147.82196, 731.31323)","(147.82161, 731.3137)","(147.8219, 731.313)","(147.82156, 731.31323)","(147.82137, 731.3129)","(147.82144, 731.3128)"
223,"(88.07226, 704.039)","(88.07389, 704.0393)","(88.07705, 704.0409)","(88.08345, 704.045)","(88.08333, 704.045)","(88.0832, 704.04504)","(88.08256, 704.0449)","(88.08262, 704.0449)","(88.08213, 704.0449)","(88.08114, 704.04517)"
224,"(1058.1882, 728.0237)","(1058.1882, 728.0237)","(1058.1882, 728.0237)","(1058.1881, 728.0235)","(1058.1876, 728.0232)","(1058.1877, 728.0233)","(1058.1877, 728.0233)","(1058.1877, 728.0233)","(1058.1885, 728.0228)","(1058.1885, 728.0228)"
225,"(26.74067, 217.3103)","(26.741447, 217.32669)","(26.749557, 217.33502)","(26.743357, 217.35205)","(26.757954, 217.35277)","(26.754848, 217.36115)","(26.769241, 217.37012)","(26.763979, 217.3782)","(26.77101, 217.37727)","(26.771477, 217.382)"
226,"(318.0519, 61.66259)","(318.04578, 61.684353)","(318.04666, 61.70121)","(318.038, 61.719604)","(318.04376, 61.712173)","(318.04443, 61.706898)","(318.0459, 61.703926)","(318.04117, 61.703)","(318.04553, 61.700417)","(318.04572, 61.70014)"
227,"(356.5142, 670.01874)","(356.51685, 670.01843)","(356.517, 670.0184)","(356.52002, 670.0183)","(356.5181, 670.0182)","(356.5182, 670.0182)","(356.5179, 670.01807)","(356.5174, 670.01807)","(356.5198, 670.01794)","(356.5198, 670.01794)"
228,"(713.9107, 419.64084)","(713.9103, 419.65878)","(713.8844, 419.67334)","(713.90955, 419.69846)","(713.90985, 419.69785)","(713.9107, 419.69864)","(713.9101, 419.69864)","(713.91077, 419.6993)","(713.88586, 419.7313)","(713.89276, 419.76926)"
229,"(611.5409, 676.47375)","(611.5139, 676.47974)","(611.591, 676.8675)","(611.64294, 676.9875)","(611.6656, 677.07837)","(611.6997, 677.1699)","(611.73615, 677.1518)","(611.7825, 677.1398)","(611.7814, 677.1512)","(611.7861, 677.17065)"
230,"(1053.2274, 718.97473)","(1053.2274, 718.97473)","(1053.2274, 718.97473)","(1053.2268, 718.97485)","(1053.2256, 718.97504)","(1053.226, 718.97504)","(1053.226, 718.975)","(1053.226, 718.9749)","(1053.2224, 718.97943)","(1053.2208, 718.98157)"
231,"(906.89905, 703.1086)","(906.89685, 703.1017)","(906.8956, 703.09534)","(906.8933, 703.0897)","(906.8949, 703.09375)","(906.89575, 703.09485)","(906.8971, 703.099)","(906.89703, 703.10126)","(906.89703, 703.10126)","(906.89703, 703.10126)"
232,"(1064.7118, 221.20288)","(1064.6078, 221.0076)","(1064.4675, 220.69038)","(1064.4961, 220.78177)","(1064.3672, 220.44188)","(1064.3671, 220.43947)","(1064.3616, 220.44466)","(1064.3611, 220.44826)","(1064.3599, 220.44977)","(1064.358, 220.45204)"
233,"(387.76578, 93.02195)","(387.7533, 93.00935)","(387.74402, 93.001945)","(387.7221, 92.99325)","(387.71396, 92.97788)","(387.7124, 92.96403)","(387.70932, 92.95524)","(387.71097, 92.945)","(387.70566, 92.94239)","(387.6973, 92.93234)"
234,"(543.95935, 700.02216)","(543.958, 700.0217)","(543.9581, 700.0218)","(543.967, 700.0445)","(543.9504, 700.0316)","(543.95044, 700.03143)","(543.95056, 700.0314)","(543.9504, 700.031)","(543.9418, 700.0266)","(543.947, 700.02985)"
235,"(865.5542, 541.21155)","(865.55414, 541.2013)","(865.55194, 541.191)","(865.5486, 541.18353)","(865.54987, 541.18665)","(865.55505, 541.18384)","(865.55225, 541.1847)","(865.5512, 541.1812)","(865.5583, 541.1944)","(865.5578, 541.2034)"
236,"(69.5767, 448.09882)","(69.573746, 448.1327)","(69.57102, 448.15753)","(69.57159, 448.2013)","(69.558846, 448.19827)","(69.54321, 448.1947)","(69.533875, 448.19232)","(69.52081, 448.1918)","(69.52091, 448.19257)","(69.5213, 448.19223)"
237,"(220.06705, 749.0445)","(220.06772, 749.0444)","(220.06781, 749.04456)","(220.07133, 749.0449)","(220.0708, 749.0452)","(220.0708, 749.0452)","(220.07008, 749.04535)","(220.06992, 749.04535)","(220.06993, 749.0455)","(220.06993, 749.0455)"
238,"(508.93106, 754.0122)","(508.926, 754.0011)","(508.9274, 754.0049)","(508.9236, 753.9923)","(508.92368, 753.9921)","(508.92368, 753.9921)","(508.92368, 753.9921)","(508.92368, 753.9921)","(508.92712, 753.9987)","(508.9262, 754.0003)"
239,"(513.04645, 318.0683)","(513.0502, 318.06415)","(513.04895, 318.065)","(513.05273, 318.06567)","(513.04236, 318.06744)","(513.0298, 318.07095)","(513.0202, 318.07327)","(513.0061, 318.0783)","(513.01514, 318.06885)","(513.0161, 318.06116)"
240,"(422.46414, 431.41373)","(422.4679, 431.40997)","(422.4679, 431.40643)","(422.47177, 431.39993)","(422.51508, 431.39172)","(422.54996, 431.395)","(422.5903, 431.38995)","(422.62003, 431.38412)","(422.62015, 431.3843)","(422.6201, 431.38367)"
241,"(476.97595, 719.9514)","(476.97488, 719.956)","(476.97583, 719.9663)","(476.9758, 719.96094)","(476.9761, 719.9612)","(476.9761, 719.9612)","(476.97617, 719.96124)","(476.9761, 719.9613)","(476.9761, 719.9613)","(476.9761, 719.9613)"
242,"(1063.1453, 508.00708)","(1063.1462, 508.00784)","(1063.1516, 508.00867)","(1063.1531, 508.00674)","(1063.1632, 508.0094)","(1063.1696, 508.00568)","(1063.1753, 508.0041)","(1063.1781, 508.0008)","(1063.1787, 508.00046)","(1063.1788, 508.00037)"
243,"(993.90533, 705.0525)","(993.9046, 705.04865)","(993.9037, 705.04767)","(993.90173, 705.04395)","(993.90173, 705.04395)","(993.90173, 705.0439)","(993.9017, 705.04395)","(993.9017, 705.04395)","(993.90234, 705.0457)","(993.9021, 705.0449)"
244,"(703.70233, 121.26965)","(703.70264, 121.26946)","(703.70245, 121.26927)","(703.69965, 121.268135)","(703.70013, 121.26485)","(703.7029, 121.26459)","(703.70496, 121.26292)","(703.7092, 121.26364)","(703.70905, 121.26348)","(703.70905, 121.26348)"
245,"(219.00986, 706.0575)","(219.00655, 706.0584)","(219.00627, 706.05865)","(219.00539, 706.0537)","(219.00494, 706.0557)","(219.0065, 706.0551)","(219.00714, 706.0553)","(219.01065, 706.05426)","(219.00789, 706.05725)","(219.00882, 706.0569)"
246,"(710.39294, 479.17197)","(710.41406, 479.15894)","(710.4204, 479.15668)","(710.4396, 479.145)","(710.43365, 479.13782)","(710.43854, 479.11765)","(710.4306, 479.1054)","(710.44763, 479.0814)","(710.43353, 479.04907)","(710.4319, 478.9975)"
247,"(189.05637, 434.80695)","(189.06514, 434.8655)","(189.07773, 434.91766)","(189.08804, 434.98764)","(189.09286, 434.93765)","(189.0865, 434.89627)","(189.08978, 434.85117)","(189.08165, 434.82324)","(189.07036, 434.79288)","(189.058, 434.77805)"
248,"(283.01733, 762.97943)","(283.01733, 762.97906)","(283.0175, 762.97894)","(283.01752, 762.9792)","(283.0173, 762.9793)","(283.01718, 762.97925)","(283.0173, 762.97925)","(283.0175, 762.9792)","(283.0175, 762.9792)","(283.0175, 762.9792)"
249,"(47.50791, 234.44447)","(47.508446, 234.45319)","(47.504494, 234.46495)","(47.498993, 234.47992)","(47.49728, 234.49078)","(47.498512, 234.4932)","(47.50174, 234.50117)","(47.50616, 234.49776)","(47.506794, 234.49654)","(47.508175, 234.49402)"
250,"(175.05212, 738.8031)","(175.05212, 738.8031)","(175.05212, 738.8031)","(175.05214, 738.8022)","(175.05183, 738.80273)","(175.05193, 738.8027)","(175.05193, 738.8027)","(175.05193, 738.8027)","(175.0518, 738.80273)","(175.05185, 738.80286)"
251,"(1047.839, 222.50053)","(1047.9431, 222.38933)","(1048.2747, 222.58015)","(1047.5214, 222.08978)","(1047.8882, 222.119)","(1047.8105, 222.00249)","(1048.0021, 221.96971)","(1048.1125, 221.93393)","(1048.1195, 221.92569)","(1048.112, 221.92159)"
252,"(601.1378, 717.1123)","(601.1385, 717.1134)","(601.1385, 717.1137)","(601.13934, 717.1143)","(601.13934, 717.11444)","(601.13934, 717.11444)","(601.13947, 717.11426)","(601.1394, 717.1149)","(601.13885, 717.1154)","(601.1458, 717.1137)"
253,"(1054.3754, 518.0337)","(1054.3796, 518.0432)","(1054.389, 518.0515)","(1054.3944, 518.06464)","(1054.4055, 518.0612)","(1054.4087, 518.0567)","(1054.4115, 518.05493)","(1054.4067, 518.0525)","(1054.4103, 518.0556)","(1054.4113, 518.05524)"
254,"(517.9673, 751.04846)","(517.96387, 751.0429)","(517.9633, 751.04224)","(517.96063, 751.0353)","(517.9607, 751.0354)","(517.9607, 751.0354)","(517.9607, 751.0354)","(517.9607, 751.0354)","(517.9663, 751.03906)","(517.9667, 751.03723)"
255,"(284.06894, 316.17194)","(284.07523, 316.17496)","(284.07935, 316.1765)","(284.08636, 316.184)","(284.09296, 316.19498)","(284.0994, 316.20917)","(284.10168, 316.21548)","(284.11115, 316.23654)","(284.11047, 316.2435)","(284.11264, 316.2466)"
256,"(1137.2034, 33.645805)","(1137.2, 33.643456)","(1137.197, 33.64289)","(1137.1953, 33.63453)","(1137.1969, 33.63131)","(1137.196, 33.63848)","(1137.1935, 33.636345)","(1137.1875, 33.63875)","(1137.1879, 33.638466)","(1137.1884, 33.637413)"
257,"(854.6621, 226.29305)","(854.75616, 226.27026)","(854.4365, 226.2828)","(854.05286, 226.30325)","(854.21985, 226.24954)","(854.0422, 226.25638)","(853.85693, 226.21703)","(853.867, 226.21527)","(853.7776, 226.18787)","(853.712, 226.17886)"
258,"(464.67978, 377.69058)","(465.68588, 378.00122)","(466.6735, 377.6838)","(466.80527, 377.68518)","(466.8793, 377.60297)","(466.94098, 377.5072)","(466.94205, 377.51517)","(467.08307, 377.39688)","(467.2581, 377.31284)","(467.82803, 377.38275)"
259,"(1038.7477, 130.24141)","(1038.7335, 130.2707)","(1038.5364, 130.56448)","(1037.928, 130.02576)","(1037.1165, 130.04106)","(1035.9808, 129.90906)","(1035.7585, 129.77066)","(1035.5477, 129.74904)","(1035.5507, 129.75102)","(1035.5514, 129.75119)"
260,"(122.903854, 605.33844)","(122.90242, 605.3781)","(122.89668, 605.4125)","(122.90271, 605.4629)","(122.89338, 605.4802)","(122.89003, 605.5314)","(122.89353, 605.56573)","(122.90264, 605.6245)","(122.91837, 605.6333)","(122.949875, 605.6469)"
261,"(952.008, 473.11716)","(951.99854, 473.12326)","(951.9862, 473.13144)","(951.9787, 473.13174)","(951.97644, 473.12906)","(951.9766, 473.12912)","(951.9766, 473.12878)","(951.97644, 473.13043)","(951.9763, 473.1305)","(951.97626, 473.13135)"
262,"(335.11737, 671.16205)","(335.1202, 671.16315)","(335.12335, 671.17035)","(335.1246, 671.17145)","(335.12488, 671.1721)","(335.12494, 671.17206)","(335.1249, 671.17194)","(335.12567, 671.17163)","(335.12598, 671.17456)","(335.12527, 671.175)"
263,"(995.62463, 512.10596)","(995.6371, 512.09076)","(995.6453, 512.0791)","(995.66223, 512.06604)","(995.65936, 512.06274)","(995.65784, 512.0559)","(995.65326, 512.0547)","(995.6502, 512.0493)","(995.6502, 512.04944)","(995.6502, 512.04944)"
264,"(1063.5072, 192.53189)","(1063.4913, 192.55855)","(1063.4764, 192.58354)","(1063.4496, 192.59698)","(1063.4462, 192.59558)","(1063.4475, 192.587)","(1063.445, 192.57553)","(1063.4473, 192.56802)","(1063.445, 192.56998)","(1063.4447, 192.57942)"
265,"(350.2902, 29.963985)","(350.31464, 29.980305)","(350.33798, 30.001265)","(350.3696, 30.009407)","(350.37045, 30.00963)","(350.37012, 30.00956)","(350.37085, 30.008905)","(350.3099, 29.953001)","(350.31006, 29.95283)","(350.31143, 29.952702)"
266,"(997.61804, 386.91577)","(997.5642, 386.90274)","(997.5054, 386.89288)","(997.4606, 386.8719)","(997.4407, 386.883)","(997.4195, 386.88318)","(997.39874, 386.88452)","(997.3853, 386.89047)","(997.379, 386.88785)","(997.376, 386.8886)"
267,"(512.2134, 667.24786)","(512.20776, 667.24945)","(512.2036, 667.2428)","(512.1908, 667.2413)","(512.18756, 667.25055)","(512.1824, 667.2494)","(512.1793, 667.2544)","(512.17175, 667.24927)","(512.15356, 667.21875)","(512.13196, 667.1705)"
268,"(226.80455, 661.0928)","(226.79852, 661.0929)","(226.80325, 661.09454)","(226.79707, 661.09045)","(226.78258, 661.09503)","(226.7735, 661.0976)","(226.75504, 661.1023)","(226.74388, 661.0987)","(226.73505, 661.11035)","(226.73502, 661.11)"
269,"(281.98172, 721.0395)","(281.98163, 721.0396)","(281.9821, 721.0399)","(281.98013, 721.03876)","(281.9801, 721.0389)","(281.9801, 721.0386)","(281.9803, 721.03864)","(281.9803, 721.03864)","(281.9803, 721.03864)","(281.9803, 721.03864)"
270,"(179.95493, 753.03784)","(179.95493, 753.03784)","(179.95486, 753.0378)","(179.95526, 753.03845)","(179.95506, 753.0387)","(179.95506, 753.0387)","(179.95505, 753.03894)","(179.95505, 753.03894)","(179.95512, 753.0392)","(179.95512, 753.03906)"
271,"(282.99243, 508.14124)","(282.98044, 508.1478)","(282.9728, 508.14844)","(282.9549, 508.15634)","(283.01358, 508.1404)","(283.0515, 508.14264)","(283.0969, 508.13263)","(283.1279, 508.13623)","(283.19992, 508.12817)","(283.25046, 508.1281)"
272,"(64.337654, 716.3371)","(64.33772, 716.34094)","(64.337395, 716.34393)","(64.33642, 716.3439)","(64.33589, 716.3425)","(64.33589, 716.3425)","(64.33589, 716.3425)","(64.33584, 716.3426)","(64.33594, 716.3429)","(64.33594, 716.3429)"
273,"(800.3024, 736.2687)","(800.3034, 736.27203)","(800.3052, 736.27734)","(800.3071, 736.2855)","(800.31213, 736.2744)","(800.3123, 736.27325)","(800.3128, 736.27075)","(800.31274, 736.27075)","(800.31226, 736.2753)","(800.3204, 736.2824)"
274,"(859.57764, 425.63962)","(859.5827, 425.68372)","(859.58014, 425.72037)","(859.5878, 425.78146)","(859.5851, 425.78296)","(859.5834, 425.78442)","(859.58057, 425.78217)","(859.5835, 425.7923)","(859.5713, 425.79602)","(859.56824, 425.80563)"
275,"(1150.9409, 320.4966)","(1150.9395, 320.5028)","(1150.9396, 320.5152)","(1150.9377, 320.52078)","(1150.9379, 320.52063)","(1150.9382, 320.52066)","(1150.9381, 320.52032)","(1150.9382, 320.52032)","(1150.9365, 320.5243)","(1150.9336, 320.53336)"
276,"(244.99075, 763.00543)","(244.97334, 762.9938)","(244.96712, 762.9907)","(244.9488, 762.98804)","(244.94865, 762.98804)","(244.9488, 762.988)","(244.94867, 762.98785)","(244.94867, 762.98785)","(244.94867, 762.98785)","(244.94867, 762.98785)"
277,"(994.211, 325.64087)","(994.17426, 325.55118)","(994.143, 325.4708)","(994.10846, 325.38904)","(994.11285, 325.4203)","(994.1239, 325.45355)","(994.13086, 325.4865)","(994.14716, 325.5219)","(994.1511, 325.54193)","(994.1585, 325.57062)"
278,"(285.8758, 665.933)","(285.87515, 665.93365)","(285.87372, 665.9333)","(285.87613, 665.9331)","(285.87518, 665.94666)","(285.87808, 665.95905)","(285.88104, 665.9686)","(285.88364, 665.9798)","(285.88364, 665.9798)","(285.88364, 665.9798)"
279,"(194.30856, 480.95416)","(194.31018, 480.96094)","(194.30939, 480.9633)","(194.31297, 480.9736)","(194.2999, 480.98798)","(194.29724, 480.9954)","(194.29477, 481.00198)","(194.28838, 481.01205)","(194.28813, 481.0119)","(194.28773, 481.01178)"
280,"(34.02811, 664.3913)","(34.192764, 664.41943)","(34.268745, 664.4464)","(34.40344, 664.4369)","(34.412277, 664.4808)","(34.478676, 664.4788)","(34.508938, 664.4807)","(34.625435, 664.45795)","(34.56184, 664.56647)","(34.608624, 664.58466)"
281,"(651.8566, 157.88394)","(651.87805, 157.7823)","(651.9434, 157.6032)","(652.023, 157.52068)","(652.1007, 157.36702)","(652.17175, 157.2063)","(652.2342, 157.1202)","(652.29474, 157.03487)","(652.3105, 156.98892)","(652.32465, 156.95111)"
282,"(388.6401, 136.58583)","(388.64505, 136.45944)","(388.64676, 136.34344)","(388.6511, 136.20888)","(388.67313, 136.11105)","(388.69363, 135.987)","(388.70795, 135.86317)","(388.73212, 135.73315)","(388.7373, 135.69037)","(388.7405, 135.63528)"
283,"(485.52713, 483.50247)","(485.52548, 483.49194)","(485.5262, 483.4813)","(485.53015, 483.47305)","(485.52652, 483.46924)","(485.53757, 483.46158)","(485.53857, 483.45914)","(485.54837, 483.4468)","(485.54825, 483.4458)","(485.54526, 483.44565)"
284,"(704.61273, 442.63892)","(704.6176, 442.64795)","(704.62714, 442.65582)","(704.6319, 442.67316)","(704.6353, 442.66925)","(704.6301, 442.67172)","(704.6296, 442.66922)","(704.6173, 442.67517)","(704.61145, 442.6641)","(704.54877, 442.48935)"
285,"(774.10034, 607.6468)","(774.08606, 607.6528)","(774.07635, 607.6559)","(774.0598, 607.66846)","(774.0598, 607.6674)","(774.0598, 607.66864)","(774.0598, 607.6682)","(774.0598, 607.6694)","(774.0486, 607.6702)","(774.037, 607.6794)"
286,"(30.327324, 658.4764)","(30.457945, 658.5151)","(30.507578, 658.56146)","(30.598188, 658.5741)","(30.632278, 658.5999)","(30.71056, 658.5908)","(30.742683, 658.598)","(30.875868, 658.5777)","(30.834166, 658.68304)","(30.872501, 658.72675)"
287,"(848.9849, 482.6105)","(849.0218, 482.64282)","(848.9663, 482.6359)","(848.927, 482.61047)","(848.9124, 482.61835)","(848.8904, 482.63614)","(848.82996, 482.61795)","(848.78644, 482.5678)","(848.75635, 482.53415)","(848.7295, 482.50598)"
288,"(772.51184, 116.93301)","(772.4921, 116.93837)","(772.49927, 116.93672)","(772.47595, 116.93582)","(772.4803, 116.94182)","(772.482, 116.941025)","(772.4857, 116.94163)","(772.485, 116.93981)","(772.4859, 116.93945)","(772.48505, 116.93955)"
289,"(315.7958, 212.49641)","(315.80307, 212.47525)","(315.85416, 212.34874)","(315.82544, 212.42778)","(315.8444, 212.44568)","(318.7302, 213.00624)","(318.7333, 213.00714)","(318.7433, 213.00085)","(318.76324, 213.01877)","(318.77884, 213.0355)"
290,"(891.97925, 759.14557)","(891.97925, 759.14557)","(891.97925, 759.14557)","(891.9792, 759.14606)","(891.9792, 759.14606)","(891.9792, 759.14606)","(891.9792, 759.14606)","(891.9792, 759.14606)","(891.9792, 759.14606)","(891.9792, 759.14606)"
291,"(482.61697, 114.8046)","(482.60553, 114.801926)","(482.60403, 114.81084)","(482.6042, 114.80146)","(482.59998, 114.80294)","(482.60104, 114.80194)","(482.59824, 114.80205)","(482.59647, 114.800575)","(482.5958, 114.79894)","(482.59418, 114.79877)"
292,"(960.5608, 418.5157)","(960.5582, 418.51328)","(960.55426, 418.5105)","(960.55707, 418.50742)","(960.5517, 418.50287)","(960.5484, 418.4955)","(960.5533, 418.49667)","(960.5536, 418.4912)","(960.5507, 418.49466)","(960.555, 418.4944)"
